"id","RC1","RC2","RC6","RC7","RC5","RC8","RC4","RC3","RC10","RC9"
10002,-0.0681616037290548,-0.437307196506972,0.113142925833057,-0.410691501484693,-0.126730260367243,0.350110179348883,1.26720531622309,0.875418774456887,1.15698319458667,-0.361932745190013
10004,-0.395936614339686,-1.73310129026691,-1.92235747810312,4.77917209860903,-0.091299626861195,1.67934504478515,-0.123893571445945,-1.25197661698937,0.653490835542393,0.455107332705756
10006,-0.160591493832922,-1.31504613408042,-0.450290013799457,0.560411010426901,0.0201096903250369,-0.149229340242028,-0.313033398729584,-1.38387155298283,0.788706930849767,-0.309048452096169
10007,-0.173237246326978,-1.06489267276693,0.652173807126494,0.31170973875011,-0.113286862728728,-0.32284637091692,-0.446589420475222,-0.609193346029335,0.960451161429415,-0.889383452134343
10011,-0.0543434173215597,1.78248763469494,-0.862135624740883,2.31895941239094,-0.32827785647512,-1.87049509738796,0.129935562421046,-0.312330334764571,-0.266184416317299,0.605951077418688
10012,1.09129985206611,0.295983316862493,-0.661629713750332,2.15542872439515,-0.160631370822978,0.208728133712303,-0.509244941804298,-0.244488642932939,0.869418410394224,-0.437614560147956
10014,0.0334653178032693,2.33417422450574,-2.11400414688005,-0.592258616244538,-0.180746255300964,-0.160078668602858,-1.01186934452738,1.10541088545624,0.598857132066538,0.836999984346426
10023,1.63727122370012,0.675472995331664,-0.65743984621754,-0.32762022895232,0.0122251692651395,-0.276637154146156,0.631480143779325,-2.31872223577384,0.33792736329586,1.07386109912952
10026,2.75599745194171,1.33084449328052,0.443304930761634,2.41012807440966,-0.0906651295872928,-0.283643494355992,0.95568190359986,0.199854589299481,-0.281608751617226,-1.18622708737972
10027,0.0166384624906333,1.76952214823723,-1.45290579427156,3.28573358297188,-0.216879117264401,-0.435257066125231,-1.63414377439519,2.40110624188463,-0.0180785492749334,0.737958667093755
10036,-0.791868775752164,-0.876044853906876,-0.924193148087246,1.07684218785757,-0.0509060228780812,0.0110247480453675,-0.485922491249037,-0.26614317522213,0.577145195978776,0.00198792568573918
10041,-0.127417775432729,-0.934130491424808,0.831424896283451,-0.559173200254562,0.0785355339866245,-1.82315054688414,-0.593281275829239,-0.21503607446417,0.0111988511976236,-0.752985431149683
10046,0.0619994139133231,1.79868291541705,0.425373037843274,-0.190421086870863,0.16787906457924,0.704251714210067,0.628164468318954,-1.60257979631384,-2.50638575011571,-0.574779735959652
10048,-0.273324382578639,0.253708212572547,-0.452851974986799,-0.62645154686869,0.0576340922724815,1.05389281783771,0.189991094438628,-2.21668940537172,-0.0322261322938286,0.234502235234064
10049,0.490536544054614,0.0305921284655292,-0.225495772000681,0.220462125986151,0.204588932788105,0.866410123994401,-0.789330672561198,1.35847281481063,0.712205391976089,-0.528411614458548
10053,0.911353484364068,1.24551910011605,-1.91875016963212,-0.00535651163599729,-0.108153497844923,-1.83548976690506,0.389932921632873,0.436005714914927,-1.81715464222951,-2.15200663237526
